3	328	6
24	358	7
12	384	5
39	368	8
20	412	7
15	584	6
54	674	6
48	734	5
27	542	8
12	493	5
15	493	5
12	493	5
15	552	8
25	430	7
45	669	4
14	478	5
26	568	8
21	342	6
31	911	8
18	708	6
24	446	4
17	740	6
23	358	6
12	332	8
21	390	5
26	602	8
53	367	6
189	719	4
62	806	4
71	969	7
23	635	6
7	303	4
82	969	7
20	508	7
26	327	8
29	367	6
25	410	7
14	381	7
22	672	6
42	558	7
29	870	6
15	407	8
37	644	6
25	376	8
20	393	7
19	309	8
3	351	7
17	383	6
5	309	5
144	334	4
6	481	4
21	383	8
68	937	6
25	870	6
27	605	8
95	848	6
56	938	8
19	370	8
69	862	8
22	315	8
32	311	8
76	966	5
21	870	7
28	557	7
22	477	7
66	671	5
31	418	8
14	302	6
16	547	8
14	544	7
62	671	6
71	432	5
56	619	8
21	309	7
10	401	6
6	349	7
11	309	8
5	309	8
4	349	6
40	305	7
18	311	8
20	452	7
23	989	8
6	349	7
13	370	8
9	341	4
17	315	6
11	419	4
27	681	5
19	645	6
19	655	7
15	371	5
12	645	6
19	622	5
14	347	6
14	479	7
24	874	4
22	452	8
24	376	6
14	576	8
35	417	5
18	538	8
9	539	5
21	565	7
19	989	8
9	539	4
19	989	8
21	374	5
12	989	7
18	324	8
15	989	8
27	455	5
38	714	5
30	775	7
14	423	4
28	385	7
17	363	7
33	678	8
36	714	6
76	574	4
13	326	7
58	329	8
33	356	8
44	728	7
9	326	7
20	485	4
21	399	8
37	388	7
18	489	5
39	872	5
11	322	7
14	330	6
131	981	4
104	679	4
9	746	7
23	828	8
26	544	8
25	709	5
39	406	4
89	420	6
27	908	7
32	475	6
29	338	7
15	316	8
42	686	4
7	328	4
70	756	8
15	557	8
18	409	7
16	544	8
24	861	5
50	779	6
80	422	6
13	601	8
24	631	7
45	337	8
18	387	7
19	841	4
31	376	8
72	671	6
22	490	8
25	524	7
43	787	7
60	671	6
15	467	5
127	391	5
51	662	4
9	592	8
181	880	6
101	717	8
20	662	7
16	787	6
25	668	6
15	562	8
96	433	6
15	316	4
53	524	6
12	491	4
157	832	7
24	615	5
27	363	6
23	436	7
6	312	6
44	671	6
12	316	7
11	316	7
61	821	5
34	321	5
8	316	7
9	316	7
8	316	8
19	369	6
16	303	7
19	417	5
22	436	7
69	308	8
5	340	5
24	601	4
8	387	6
7	406	5
35	399	8
20	667	4
65	975	5
42	794	8
18	353	8
12	343	6
10	438	7
75	977	5
27	516	7
43	714	6
10	345	6
21	576	8
34	376	7
20	645	7
20	812	4
15	402	8
1518	504	4
30	537	8
20	396	5
18	424	7
27	870	4
34	401	8
14	427	7
92	646	5
101	702	5
36	391	7
33	323	7
27	508	8
44	420	4
18	327	6
22	488	8
12	863	8
10	349	8
43	474	6
55	734	6
59	734	8
43	338	7
50	788	8
35	466	8
14	311	8
41	790	7
17	354	5
44	614	4
17	427	5
110	766	5
31	306	4
26	379	8
13	351	8
57	541	7
15	379	7
45	516	8
11	382	8
83	338	5
43	978	8
24	353	6
8	302	7
48	493	6
21	556	8
13	322	7
17	364	7
52	438	8
37	757	7
17	322	7
38	533	5
10	498	8
17	515	8
23	323	7
23	812	7
64	895	7
25	323	8
53	679	8
19	499	6
59	552	8
17	409	6
42	655	4
30	955	8
26	683	6
14	661	5
20	605	8
9	668	5
25	402	6
43	738	5
29	602	6
20	758	4
26	320	7
33	400	7
81	953	4
25	444	5
9	306	8
14	315	8
31	602	5
53	549	6
38	608	6
32	430	7
40	643	4
59	493	8
52	525	6
22	552	6
16	756	4
197	557	4
31	643	5
76	371	5
35	934	7
38	327	5
25	359	5
20	624	7
35	423	7
12	554	6
37	501	6
24	440	7
3	390	7
40	529	8
25	786	8
13	553	7
14	978	5
10	364	8
81	955	5
22	391	8
38	497	4
17	322	7
27	521	7
36	376	5
15	527	4
20	577	7
17	326	4
14	594	6
64	855	8
57	528	7
27	312	5
119	820	8
12	341	6
4	414	8
39	845	6
16	476	7
48	368	4
9	515	7
55	977	5
14	353	6
22	880	8
20	424	8
25	551	5
13	353	7
8	353	8
23	478	8
25	715	4
13	509	7
27	448	7
49	700	7
66	999	8
9	322	6
32	577	6
8	381	6
11	300	7
37	372	8
15	317	5
38	602	4
12	309	8
24	629	8
8	423	5
14	380	6
17	557	6
11	557	7
10	317	4
24	583	8
89	939	4
13	971	8
68	687	4
22	309	6
14	562	8
22	451	5
2	303	7
23	438	7
33	304	7
11	352	5
5	322	6
20	310	8
59	853	8
10	779	8
82	804	5
20	498	7
15	794	4
111	750	6
35	480	8
21	303	7
21	383	6
13	423	5
46	332	6
16	889	6
102	750	4
3	505	8
44	501	8
9	415	7
9	326	7
77	560	4
16	342	7
14	634	4
23	304	8
11	472	8
20	516	6
60	338	7
11	832	8
15	418	5
26	304	8
24	686	4
23	861	5
64	961	5
9	418	5
19	623	6
24	861	6
15	326	7
28	544	8
17	417	6
15	899	8
16	491	7
90	848	6
23	513	8
6	419	5
34	499	8
128	557	4
88	642	7
47	668	8
11	338	8
28	614	6
8	567	5
35	978	7
16	920	6
18	814	6
57	464	7
39	545	4
13	503	8
11	513	7
66	480	7
11	404	8
38	431	6
44	392	5
7	400	5
17	394	5
51	516	7
11	646	8
16	380	8
8	858	6
19	491	6
41	637	8
135	956	6
30	686	7
38	307	7
17	524	5
16	434	6
19	698	8
75	497	4
20	322	6
40	342	7
77	448	4
21	393	6
41	468	5
31	336	4
12	352	7
39	515	8
38	802	5
27	385	6
18	532	7
14	318	6
56	590	7
46	392	5
44	618	8
71	841	8
10	570	7
115	338	6
24	349	8
57	476	4
6	302	8
39	315	7
16	345	7
64	770	8
43	908	4
13	667	7
55	611	8
26	327	8
17	346	8
70	392	6
20	387	6
16	417	8
10	381	6
13	407	8
10	377	6
14	411	7
15	365	4
6	352	4
14	448	6
18	385	4
15	583	5
95	955	7
33	430	5
53	941	8
33	679	8
26	327	5
23	363	7
40	620	8
53	559	8
11	472	4
72	429	6
37	596	8
33	891	8
10	421	7
29	359	8
30	439	5
17	339	8
31	391	8
40	342	6
10	410	6
20	317	6
35	670	6
18	420	7
19	485	7
16	371	5
62	654	6
5	350	5
47	302	6
19	467	7
49	705	6
24	350	6
19	376	6
106	403	5
122	622	4
54	618	7
57	632	6
13	430	7
19	335	4
22	418	6
54	582	4
20	399	6
19	300	4
41	666	4
80	477	5
23	527	6
29	417	5
69	687	4
28	952	6
14	914	8
13	369	7
18	473	6
33	586	6
84	423	4
4	504	8
36	723	5
18	375	4
6	370	5
28	639	6
29	588	6
61	303	8
19	500	5
39	363	6
7	656	8
146	960	7
13	359	7
30	659	5
17	444	8
18	318	7
18	359	8
31	500	8
109	471	5
20	367	7
14	346	5
136	557	4
17	377	5
8	523	4
4	801	6
23	311	6
6	554	5
31	784	7
19	539	6
9	423	5
21	787	8
18	375	6
89	338	4
19	481	4
15	318	8
21	787	8
16	477	6
16	477	6
15	579	4
49	908	4
26	645	7
11	430	4
21	404	5
10	430	4
14	430	4
115	642	8
10	742	6
7	430	4
14	487	4
21	814	5
17	787	7
39	444	8
33	962	5
19	427	5
62	734	6
25	393	8
49	635	6
14	351	7
15	409	7
24	330	7
21	558	8
66	995	8
43	316	7
27	358	8
60	811	5
4	321	5
29	861	7
19	978	6
13	612	7
13	411	6
51	555	8
42	329	6
48	559	8
62	533	7
34	392	5
54	408	8
27	679	6
18	404	7
18	615	6
65	438	8
27	753	5
16	491	5
20	323	8
14	323	7
13	323	6
35	334	7
16	323	8
16	779	6
58	783	4
13	835	6
37	933	8
40	847	7
21	413	8
110	752	6
31	364	7
73	388	7
30	320	6
25	980	8
11	841	7
18	364	5
19	364	7
63	635	8
7	621	4
8	621	4
5	621	5
8	302	7
15	807	8
15	335	5
9	621	6
17	697	5
38	805	5
10	621	4
11	621	5
12	382	4
112	667	4
51	470	6
25	352	6
27	794	7
63	372	7
82	450	8
16	370	8
13	370	8
32	379	6
15	576	8
17	370	8
25	593	5
11	474	6
74	752	6
101	327	4
35	791	8
22	393	7
23	344	7
16	710	7
12	741	5
30	640	6
8	597	8
32	359	4
69	578	4
73	618	4
25	488	8
18	488	7
67	618	4
25	577	5
18	648	5
19	587	8
7	383	4
11	317	5
19	453	7
35	430	6
7	317	6
28	845	8
39	640	5
20	366	8
23	334	8
38	910	4
12	352	6
14	352	7
22	388	6
26	388	8
20	750	5
55	578	4
12	300	7
18	564	7
14	557	5
7	386	7
26	764	7
10	858	6
27	664	8
19	533	8
7	440	8
13	911	5
6	313	5
11	358	8
11	351	7
3	350	8
195	879	6
6	303	5
28	945	6
19	942	8
9	897	7
7	897	7
9	897	7
35	463	8
30	569	7
9	353	7
118	752	7
13	631	8
145	555	4
60	334	7
6	408	5
12	627	5
61	704	4
21	345	5
80	424	4
27	779	4
24	370	7
36	321	5
20	802	6
35	834	7
17	335	6
34	500	6
11	732	7
14	970	6
19	377	7
21	325	7
24	317	8
24	317	8
64	945	6
25	572	6
15	689	8
9	309	7
11	883	8
135	971	4
34	389	6
22	710	7
14	451	4
8	508	6
48	419	6
27	363	7
11	373	6
103	471	4
4	526	4
1	345	5
45	585	6
23	650	8
15	485	6
21	440	6
16	340	5
31	690	8
22	791	8
26	315	5
20	671	5
97	882	8
20	531	7
19	410	7
12	557	5
76	481	7
7	349	7
40	712	8
17	830	8
22	875	5
25	573	8
20	440	8
34	402	8
26	394	7
7	401	7
30	803	6
23	752	5
5	319	5
33	545	6
29	385	5
29	496	7
22	528	8
8	300	8
56	481	6
23	427	8
16	513	8
19	380	8
57	701	8
30	590	6
17	322	7
2	406	4
125	826	8
11	505	7
7	505	7
11	335	4
31	739	7
14	325	7
51	649	8
16	724	4
53	682	6
24	503	4
23	907	8
23	322	4
33	800	7
12	456	5
130	788	8
51	958	7
70	720	6
66	954	8
76	984	4
20	540	5
40	562	8
8	315	6
48	744	6
17	312	8
56	834	6
13	357	8
8	350	6
3	350	5
79	671	5
14	655	8
3	350	4
30	377	8
8	801	8
65	487	4
13	347	6
11	507	7
20	507	4
9	505	8
22	394	6
31	315	6
17	352	6
12	429	4
12	330	6
6	352	7
16	324	5
28	584	7
40	444	4
50	618	8
94	509	4
26	359	8
33	653	5
53	383	6
39	513	7
29	513	7
20	986	6
15	544	5
54	318	5
78	318	5
18	373	7
24	456	8
25	415	5
17	327	7
11	334	5
17	317	7
24	890	7
32	332	6
14	507	4
30	513	4
62	697	4
17	992	7
15	419	7
19	448	5
8	326	7
11	443	7
21	482	4
30	633	5
93	308	6
30	950	8
31	731	4
10	507	8
42	910	8
16	468	5
61	821	5
61	655	8
34	752	8
38	752	8
24	323	5
11	516	5
31	752	7
9	375	6
90	978	4
22	559	7
35	794	6
17	459	4
17	336	7
28	326	7
13	423	7
24	305	7
16	607	7
15	607	8
11	505	8
21	607	7
14	607	7
14	607	7
14	607	4
22	399	5
19	326	6
24	664	7
12	452	8
62	733	6
122	391	4
8	505	8
61	964	8
29	511	5
63	353	5
836	596	5
41	617	8
7	302	4
6	532	5
29	532	7
17	334	7
12	890	8
9	405	7
25	357	8
105	752	6
24	337	8
67	618	8
10	505	8
23	666	7
28	363	8
27	679	8
44	927	6
23	363	7
53	844	7
72	370	7
16	750	5
15	448	6
10	448	6
2	424	6
30	662	5
10	886	4
29	364	7
25	336	8
27	513	6
19	360	5
72	520	4
25	948	7
17	534	8
77	338	4
63	550	6
33	768	8
87	646	8
33	555	8
67	395	8
58	923	4
28	699	8
30	620	8
79	752	4
41	402	4
16	333	4
20	678	5
142	459	8
19	334	7
20	657	6
20	322	7
14	490	6
8	308	8
7	500	8
67	352	4
32	753	8
11	322	6
50	578	5
29	397	8
60	421	6
58	674	7
95	989	6
50	351	8
51	646	5
55	674	8
42	597	6
47	528	8
57	374	6
38	354	7
34	949	5
29	517	6
33	488	5
23	488	4
14	360	4
116	378	7
10	360	4
9	310	6
26	490	7
24	730	7
36	378	5
58	559	5
63	474	6
27	952	6
19	564	8
110	338	8
48	510	6
13	524	6
15	556	8
19	334	8
31	614	8
22	542	8
21	540	6
15	369	8
19	354	5
20	618	7
9	303	5
59	766	6
12	618	5
127	490	8
58	471	8
24	838	7
56	582	4
13	409	6
2	409	6
10	333	8
44	649	5
27	414	8
7	343	4
66	835	8
12	409	5
5	370	5
137	756	5
16	741	4
45	632	8
15	344	8
73	807	8
22	362	8
34	414	7
111	305	8
55	458	4
44	555	5
9	498	4
15	503	5
41	559	4
16	305	6
30	336	8
8	354	7
14	367	7
63	380	8
27	559	7
43	581	7
22	311	7
9	363	5
15	308	6
15	682	8
15	336	5
20	650	5
26	569	6
22	320	8
30	564	5
25	610	5
62	595	4
16	601	7
19	875	5
40	652	8
13	339	8
77	990	8
19	309	7
44	587	8
9	392	8
82	733	5
22	380	8
19	875	5
15	896	7
36	487	6
23	395	5
23	466	8
29	639	4
5	576	7
22	913	7
22	710	8
19	342	7
41	352	7
23	741	7
25	699	8
188	599	8
41	377	8
6	483	8
21	480	8
19	495	8
18	495	8
21	495	8
12	352	8
69	984	4
19	452	5
21	364	7
12	368	5
24	386	8
18	482	6
94	317	7
29	517	8
8	728	6
31	315	6
83	511	5
25	930	4
37	939	8
98	383	8
48	542	6
12	584	8
23	584	7
17	355	7
51	606	6
16	584	8
17	411	5
36	414	6
